"recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","cntry","pspwght"
3,2,3,1,1,4,2,2,4,"FR",0.663486421108246
3,3,4,4,4,2,2,2,4,"FR",1.11489880084991
3,3,3,1,2,2,2,1,4,"FR",0.430617690086365
3,4,4,NA,NA,2,4,2,2,"FR",0.864502727985382
4,3,2,2,2,4,2,3,4,"FR",0.863911986351013
3,3,2,2,2,2,2,2,4,"FR",1.38843595981598
3,3,3,3,2,2,4,2,4,"FR",0.769716918468475
3,3,2,3,1,2,5,1,5,"FR",0.850438058376312
3,3,3,3,3,1,2,1,5,"FR",0.688025772571564
3,1,3,4,2,1,3,2,5,"FR",0.617751777172089
2,3,4,4,4,2,3,2,4,"FR",0.872594237327576
2,2,4,2,NA,4,2,3,5,"FR",1.13036024570465
3,NA,1,1,1,2,2,2,NA,"FR",0.517221450805664
4,3,4,4,2,5,1,5,2,"FR",0.936912477016449
4,4,4,3,2,1,1,1,3,"FR",1.25863182544708
3,2,3,3,3,2,2,2,4,"FR",1.33567893505096
3,4,3,3,2,2,2,2,3,"FR",0.593562185764313
2,2,3,NA,3,4,2,2,4,"FR",0.961654484272003
3,3,2,1,1,2,2,1,2,"FR",1.94664037227631
4,4,3,3,3,4,1,1,5,"FR",0.83516526222229
2,3,3,1,2,2,2,1,2,"FR",0.475156784057617
3,3,2,3,2,4,1,2,4,"FR",0.73700624704361
3,3,3,2,2,1,2,3,5,"FR",1.12447309494019
4,3,2,2,2,2,3,2,3,"FR",0.956252157688141
3,3,2,2,2,1,2,1,4,"FR",2.49443578720093
3,3,4,4,3,4,2,2,4,"FR",0.853566527366638
3,3,2,4,3,2,2,2,3,"FR",1.00064098834991
4,4,2,3,2,4,1,3,5,"FR",0.802469968795776
4,3,2,2,1,2,2,2,4,"FR",2.12347626686096
2,2,2,NA,NA,1,2,1,5,"FR",0.768447160720825
3,4,2,1,3,1,2,2,5,"FR",0.350098967552185
2,3,3,4,1,1,1,2,5,"FR",0.942113220691681
2,3,2,4,1,4,2,1,5,"FR",0.862729728221893
4,3,1,1,1,1,2,2,5,"FR",3.07749485969543
3,4,3,2,2,2,2,2,3,"FR",2.58802843093872
4,3,2,4,2,2,1,NA,3,"FR",0.567812085151672
3,3,2,2,1,2,2,2,5,"FR",0.321339190006256
3,3,3,3,3,1,2,1,5,"FR",0.451401382684708
4,4,2,2,1,2,1,3,4,"FR",0.429217994213104
2,1,2,3,1,2,2,2,NA,"FR",0.48593732714653
4,4,3,3,3,1,4,1,5,"FR",0.296781092882156
2,3,3,1,3,1,1,1,5,"FR",1.29845154285431
3,3,3,1,2,4,2,4,NA,"FR",0.807682991027832
3,3,3,2,2,2,2,1,5,"FR",0.488057643175125
2,2,4,3,2,2,2,2,5,"FR",0.998603463172913
2,1,2,2,2,2,2,2,2,"FR",0.676849067211151
3,3,3,2,2,4,2,4,4,"FR",1.0989066362381
4,3,3,3,2,5,3,2,4,"FR",0.560523688793182
3,3,3,NA,2,3,1,3,5,"FR",1.52101266384125
3,3,2,1,1,4,1,1,5,"FR",0.804243922233582
3,4,3,1,2,2,2,1,4,"FR",0.802634298801422
4,3,2,2,2,1,1,2,3,"FR",0.955943405628204
4,4,3,3,3,2,1,3,2,"FR",0.634036421775818
3,3,3,4,2,2,2,3,5,"FR",0.401059180498123
2,2,2,2,2,3,2,2,5,"FR",0.923925757408142
4,4,2,2,2,4,4,1,5,"FR",0.416932791471481
3,4,3,2,3,1,1,2,4,"FR",0.443706929683685
2,2,3,1,3,3,1,1,1,"FR",0.558669149875641
4,3,1,1,1,3,2,2,4,"FR",1.23535883426666
3,NA,3,NA,2,1,1,1,4,"FR",0.625513970851898
4,4,3,4,2,4,4,4,5,"FR",0.909290850162506
4,4,3,3,2,2,2,1,3,"FR",0.732645153999329
3,2,3,2,4,2,2,3,5,"FR",0.739024341106415
4,3,2,2,1,1,1,2,4,"FR",1.12880802154541
4,4,3,4,3,1,1,1,5,"FR",0.338510870933533
3,3,2,2,2,3,2,2,3,"FR",0.434100955724716
2,2,2,2,2,3,2,2,4,"FR",1.26052689552307
4,4,3,3,3,2,1,2,5,"FR",2.46264505386353
3,3,3,2,3,1,3,2,4,"FR",0.463616937398911
3,4,3,3,2,2,3,3,4,"FR",0.649073958396912
3,3,4,4,4,1,2,4,4,"FR",0.96317845582962
4,3,4,3,2,1,1,1,4,"FR",0.956037402153015
4,4,4,2,2,2,3,2,3,"FR",0.981874644756317
3,3,2,2,2,2,2,2,5,"FR",0.644104540348053
2,3,2,2,2,2,2,2,4,"FR",1.26349020004272
4,2,4,4,4,1,2,1,5,"FR",1.69990766048431
3,3,2,3,3,1,1,1,3,"FR",1.22497737407684
2,2,4,3,3,1,3,1,5,"FR",1.12099254131317
3,3,2,3,4,1,2,1,5,"FR",1.49004888534546
3,3,3,3,3,3,2,1,5,"FR",0.787612676620483
3,3,3,2,2,1,1,1,5,"FR",0.436892747879028
4,2,3,4,2,2,2,1,4,"FR",0.498442053794861
3,3,2,3,2,3,2,1,5,"FR",0.804243922233582
3,3,3,2,2,4,2,2,4,"FR",0.536382257938385
3,2,2,1,1,2,3,2,5,"FR",1.03467524051666
4,4,4,2,3,2,2,2,4,"FR",0.676849067211151
3,3,3,3,3,2,2,2,5,"FR",0.63139021396637
3,3,3,3,3,1,3,1,5,"FR",1.18377900123596
3,3,3,3,3,5,2,2,4,"FR",0.368503123521805
3,3,2,4,3,4,2,1,5,"FR",0.499556869268417
4,3,3,2,3,1,3,1,5,"FR",0.646958589553833
3,4,2,2,2,1,2,1,4,"FR",0.401234984397888
3,NA,3,1,1,2,2,2,5,"FR",1.31198740005493
2,3,2,NA,NA,2,2,1,4,"FR",0.457266986370087
3,3,2,3,1,1,1,2,3,"FR",3.08969926834106
4,4,2,2,2,2,1,1,5,"FR",1.09590649604797
3,3,3,1,1,2,2,2,4,"FR",0.665789008140564
4,3,3,4,3,1,3,2,5,"FR",0.47812607884407
4,4,4,4,4,1,1,1,5,"FR",2.44475483894348
4,4,2,NA,3,1,1,1,4,"FR",0.611735880374908
3,3,4,NA,1,1,5,4,5,"FR",3.59670853614807
3,3,2,2,2,2,2,2,4,"FR",0.635217070579529
3,2,4,2,1,2,2,4,5,"FR",0.467043846845627
3,4,3,3,2,2,2,1,5,"FR",0.452285796403885
2,2,3,2,3,1,3,3,5,"FR",0.784679234027863
1,2,3,3,2,1,1,1,5,"FR",0.408840209245682
2,2,2,1,1,2,2,3,3,"FR",0.921032667160034
2,2,3,1,1,1,3,1,5,"FR",0.453142791986465
4,3,3,2,1,4,2,2,3,"FR",1.05079853534698
4,3,3,3,2,2,2,1,4,"FR",0.546398341655731
2,2,2,2,2,4,2,3,4,"FR",1.09307527542114
1,1,4,4,4,1,1,1,4,"FR",0.945677042007446
4,3,2,3,2,3,3,1,5,"FR",0.742603719234467
4,3,2,2,1,2,2,2,5,"FR",0.490798652172089
4,3,2,NA,1,2,2,2,4,"FR",1.13247442245483
3,3,3,3,2,1,2,2,4,"FR",0.863932728767395
3,4,3,4,4,5,1,2,5,"FR",0.403841495513916
4,4,3,3,3,1,1,1,3,"FR",0.696242332458496
4,2,1,1,1,2,NA,2,3,"FR",0.327564895153046
4,4,2,2,1,2,1,2,4,"FR",0.94711971282959
3,3,3,2,2,2,2,2,4,"FR",2.16470432281494
3,3,2,4,2,2,3,1,5,"FR",0.518325924873352
2,2,2,2,3,1,1,2,4,"FR",0.473559856414795
2,3,2,1,2,1,1,2,5,"FR",1.01820731163025
2,3,4,3,3,2,1,1,4,"FR",0.562738120555878
4,4,2,3,2,5,4,2,4,"FR",1.52725791931152
4,4,3,4,1,1,2,1,5,"FR",0.982761740684509
4,4,2,2,2,1,1,2,5,"FR",0.454747259616852
4,3,3,4,2,2,2,2,4,"FR",0.828438937664032
4,4,2,2,2,4,2,2,2,"FR",0.834931969642639
3,2,1,1,1,1,2,2,5,"FR",1.19697165489197
3,3,2,3,2,2,1,1,5,"FR",1.09154081344604
3,4,3,3,2,2,2,1,5,"FR",0.486368954181671
3,3,2,3,1,4,4,4,4,"FR",0.572365880012512
2,3,1,1,2,1,1,1,4,"FR",0.766975402832031
4,4,2,2,2,3,2,2,3,"FR",0.497969537973404
4,3,4,3,3,3,1,2,5,"FR",0.831092774868011
3,3,2,2,2,2,2,2,5,"FR",0.473559856414795
3,3,2,3,2,2,2,2,4,"FR",0.858435988426208
4,3,3,1,1,4,1,2,5,"FR",1.20112788677216
3,2,4,3,1,2,1,2,2,"FR",0.371440827846527
4,3,1,3,2,4,4,4,5,"FR",0.810133039951324
3,4,2,1,1,2,3,2,4,"FR",2.733717918396
4,4,3,1,3,2,2,2,4,"FR",1.5768404006958
3,3,4,3,2,1,1,1,5,"FR",1.29305255413055
3,4,4,4,2,1,1,1,2,"FR",1.00991606712341
3,2,1,3,2,3,2,2,4,"FR",0.717916905879974
3,2,2,4,1,1,1,1,4,"FR",0.870270490646362
3,3,2,2,2,2,3,2,3,"FR",1.18678963184357
3,3,4,4,3,3,1,1,3,"FR",0.826594531536102
3,4,2,1,2,2,2,1,5,"FR",0.941680550575256
4,3,2,1,1,1,1,1,5,"FR",2.67902159690857
4,4,2,2,2,1,2,2,4,"FR",0.697199940681458
3,3,2,2,2,2,2,2,5,"FR",0.377798616886139
3,3,2,2,2,4,2,2,4,"FR",0.477619528770447
3,4,2,3,2,1,1,2,2,"FR",1.20447492599487
3,2,NA,4,3,4,3,3,NA,"FR",0.663469612598419
3,2,2,4,2,2,2,2,4,"FR",0.555198609828949
3,3,3,3,2,1,2,1,5,"FR",0.649225771427155
2,3,4,2,2,3,2,2,3,"FR",0.459029376506805
3,3,2,2,2,2,2,2,5,"FR",0.464169979095459
3,4,2,2,1,2,2,2,4,"FR",1.18208885192871
4,4,2,1,2,1,1,1,1,"FR",1.14797759056091
4,4,4,2,3,2,4,1,5,"FR",0.650437772274017
4,4,4,4,4,1,1,1,5,"FR",1.26278042793274
4,4,3,2,2,1,2,1,5,"FR",1.09391033649445
4,3,3,2,1,2,1,2,5,"FR",3.31375575065613
4,4,2,2,4,4,1,2,5,"FR",0.493727296590805
2,2,2,NA,2,NA,2,2,5,"FR",0.600962281227112
3,3,4,3,3,1,1,1,5,"FR",1.22974240779877
3,3,2,2,2,3,2,2,4,"FR",1.55844628810883
2,3,4,2,2,2,2,2,5,"FR",0.4742052257061
3,3,3,3,3,2,2,2,4,"FR",0.830504417419434
3,3,2,3,2,2,2,2,4,"FR",0.809888601303101
2,3,2,2,1,4,2,2,4,"FR",1.2744996547699
2,3,NA,3,NA,1,2,2,4,"FR",0.742881655693054
3,3,2,3,2,2,2,3,5,"FR",1.43170022964478
4,4,3,2,2,2,2,2,4,"FR",0.338373154401779
4,3,2,4,4,1,3,1,5,"FR",0.72700035572052
3,4,3,2,2,3,3,3,4,"FR",1.15962946414948
2,3,4,2,2,4,3,1,5,"FR",0.687331259250641
2,2,3,1,2,2,2,2,2,"FR",0.46295839548111
1,3,2,2,2,1,1,1,4,"FR",0.742371261119843
NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR",2.21136331558228
2,3,1,3,2,4,2,4,3,"FR",1.30147981643677
3,3,3,3,3,4,2,2,4,"FR",0.995204269886017
3,4,4,1,3,1,1,1,5,"FR",0.649225771427155
3,3,2,1,1,1,2,3,4,"FR",0.598485827445984
NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR",1.19113171100616
4,4,3,2,3,4,1,1,3,"FR",0.440195471048355
3,3,2,3,3,1,3,2,5,"FR",0.493727296590805
4,4,3,3,2,2,2,2,4,"FR",1.1094788312912
2,3,4,4,3,2,3,2,4,"FR",0.846540153026581
3,4,4,1,3,1,5,2,4,"FR",1.02768647670746
4,4,3,2,2,4,1,2,5,"FR",0.896459341049194
4,4,4,2,1,1,1,1,5,"FR",1.20874500274658
3,3,2,1,2,2,2,5,4,"FR",0.885829329490662
3,3,3,3,3,2,2,3,5,"FR",0.48145255446434
3,3,2,2,2,2,2,4,4,"FR",0.859110534191132
3,3,2,1,1,2,3,2,5,"FR",2.04252743721008
3,3,1,1,1,4,3,1,5,"FR",0.358958452939987
3,3,3,2,2,2,2,2,4,"FR",0.547054409980774
4,4,3,1,2,4,2,2,5,"FR",1.56100106239319
3,3,2,4,2,1,1,2,5,"FR",0.447005361318588
3,3,2,2,2,1,3,1,5,"FR",0.66777902841568
1,2,1,1,1,5,2,1,5,"FR",1.30204105377197
4,4,2,2,2,1,2,1,5,"FR",0.612247586250305
2,3,2,2,3,1,2,1,4,"FR",1.07276451587677
4,4,2,2,2,2,2,2,5,"FR",1.6025538444519
3,3,2,3,2,3,2,2,5,"FR",1.28167688846588
4,3,3,3,1,4,3,3,4,"FR",1.95529353618622
3,3,4,4,3,1,3,1,5,"FR",0.814116060733795
3,3,2,2,2,4,2,3,5,"FR",0.678993105888367
3,4,3,2,1,NA,2,2,5,"FR",1.64760732650757
3,3,2,4,3,2,1,2,4,"FR",0.729464411735535
3,4,3,3,2,2,2,2,5,"FR",1.1180944442749
3,3,3,4,4,3,3,2,4,"FR",3.07925939559937
3,3,3,3,3,1,2,1,5,"FR",1.43909013271332
2,3,4,4,3,2,3,2,5,"FR",1.08127737045288
4,4,2,3,1,5,1,5,5,"FR",0.484854429960251
NA,NA,NA,NA,NA,1,1,1,5,"FR",1.52382433414459
4,4,2,1,2,3,1,3,3,"FR",1.83425664901733
4,3,4,4,4,1,1,1,5,"FR",0.853566527366638
4,3,2,2,2,3,2,3,3,"FR",1.04439878463745
1,3,4,4,2,2,1,1,4,"FR",0.566237211227417
3,3,3,2,3,1,2,3,4,"FR",1.12105655670166
4,4,2,3,2,1,1,2,3,"FR",0.685908138751984
1,3,4,2,2,3,2,1,5,"FR",0.73700624704361
3,3,2,2,2,2,1,2,4,"FR",1.35892236232758
4,4,1,4,2,4,2,1,3,"FR",0.377273172140121
2,2,3,4,4,4,3,4,5,"FR",0.879827260971069
2,3,2,3,2,2,2,2,5,"FR",0.451401382684708
2,3,1,4,1,1,1,1,5,"FR",1.47281205654144
3,3,2,1,2,3,2,2,4,"FR",0.553699910640717
3,3,2,3,2,1,2,2,3,"FR",3.99995183944702
3,3,4,1,3,1,1,2,3,"FR",0.492084264755249
3,3,4,3,2,2,4,1,3,"FR",4.00000047683716
3,3,4,2,2,2,2,2,3,"GB",2.55003261566162
4,3,1,1,2,4,1,4,5,"GB",1.09326553344727
4,3,2,2,2,2,2,4,5,"GB",1.95918190479279
4,3,1,2,1,3,4,2,4,"GB",0.473142176866531
3,3,2,1,1,1,2,2,4,"GB",1.20635879039764
4,3,1,1,1,4,3,3,3,"GB",1.31982493400574
4,4,3,1,2,5,2,2,2,"GB",1.47126805782318
3,3,2,1,2,2,2,3,4,"GB",0.461874425411224
4,4,2,2,2,2,2,1,5,"GB",0.637779772281647
2,3,2,2,2,4,2,2,4,"GB",0.775857627391815
3,3,2,3,1,5,1,2,4,"GB",1.71100103855133
4,4,4,1,1,2,2,4,4,"GB",0.455283880233765
4,4,3,2,2,1,2,2,4,"GB",0.427114218473434
4,4,3,2,2,3,2,4,4,"GB",0.653060734272003
4,3,1,2,2,2,4,2,4,"GB",0.854228436946869
4,3,2,1,2,2,2,2,4,"GB",0.395109534263611
3,3,3,3,1,4,2,3,4,"GB",0.416452527046204
3,3,4,1,1,2,2,4,3,"GB",1.20635879039764
1,4,1,1,1,3,2,2,4,"GB",1.00367343425751
3,4,3,2,1,3,2,3,2,"GB",0.884989559650421
4,4,1,2,2,2,2,2,4,"GB",1.54902148246765
4,3,2,1,2,3,2,2,3,"GB",0.946284353733063
2,3,3,2,2,5,2,2,1,"GB",0.465694904327393
3,2,2,1,2,2,4,4,4,"GB",0.847037494182587
4,4,4,1,2,2,2,1,3,"GB",0.586235821247101
4,4,3,2,2,4,2,2,4,"GB",0.733100175857544
3,3,3,3,3,4,2,2,3,"GB",0.70548278093338
3,3,3,1,2,3,2,2,4,"GB",0.659912467002869
3,3,1,1,1,4,2,2,2,"GB",0.775857627391815
4,4,3,1,2,4,2,2,3,"GB",0.832905054092407
4,3,2,1,1,4,2,2,3,"GB",1.42792773246765
4,3,3,2,2,2,2,2,3,"GB",0.905226826667786
4,4,3,1,1,4,2,2,4,"GB",1.1135026216507
4,3,2,2,1,3,2,3,2,"GB",0.514850735664368
2,4,3,2,3,4,4,1,4,"GB",1.1869432926178
2,2,3,2,1,NA,2,2,4,"GB",0.427114218473434
4,3,2,2,2,4,2,2,3,"GB",1.05819034576416
4,2,4,1,2,4,2,2,2,"GB",1.17905962467194
4,2,1,1,1,2,2,1,2,"GB",1.20635879039764
2,3,2,2,1,4,3,2,4,"GB",0.719677209854126
4,3,1,1,1,1,2,1,4,"GB",0.453480243682861
4,4,2,2,2,1,2,1,5,"GB",0.366550087928772
4,4,3,1,2,4,2,2,3,"GB",1.16913414001465
2,3,3,3,3,2,4,2,4,"GB",0.57033371925354
3,3,3,2,2,4,2,2,4,"GB",1.03268122673035
2,2,NA,1,3,1,4,1,5,"GB",0.442494779825211
4,3,2,3,2,3,2,3,4,"GB",0.455283880233765
3,3,2,1,1,4,2,4,3,"GB",0.832893490791321
3,2,1,3,1,2,2,2,2,"GB",0.356253504753113
4,4,2,1,2,5,2,4,2,"GB",0.75689560174942
4,4,1,2,4,3,4,3,3,"GB",1.58728468418121
2,2,2,2,2,4,2,2,3,"GB",1.1724716424942
2,2,2,2,2,2,2,2,2,"GB",0.465694904327393
2,3,3,2,2,2,2,2,3,"GB",1.09326553344727
3,1,4,2,1,2,2,1,4,"GB",1.6189945936203
3,4,3,2,2,4,2,3,3,"GB",1.24935734272003
3,3,2,2,2,5,1,4,4,"GB",0.455283880233765
3,2,2,2,1,4,2,2,4,"GB",0.859940350055695
4,3,1,1,1,3,2,2,4,"GB",1.00399816036224
4,4,3,2,2,3,2,2,3,"GB",0.730748236179352
2,4,3,2,2,4,1,2,2,"GB",1.33993029594421
4,2,3,NA,1,1,2,2,5,"GB",0.429970175027847
3,2,3,1,2,3,1,4,2,"GB",0.429970175027847
4,4,1,1,1,4,2,2,4,"GB",0.625922083854675
4,3,2,1,1,3,2,2,3,"GB",1.33993029594421
3,2,2,2,2,4,4,2,NA,"GB",0.416452527046204
2,2,3,2,2,3,3,3,3,"GB",1.47446882724762
3,3,3,2,2,2,2,2,2,"GB",1.31982493400574
4,3,2,4,2,5,2,2,4,"GB",0.906960487365723
4,3,3,2,2,2,2,2,4,"GB",0.724596500396729
3,3,2,3,1,3,2,2,4,"GB",1.37059319019318
3,3,1,2,2,2,NA,2,4,"GB",0.556751310825348
2,3,3,3,3,2,2,1,5,"GB",0.465694904327393
2,2,2,1,3,2,3,2,5,"GB",0.751868367195129
3,2,2,NA,2,4,2,2,4,"GB",0.832905054092407
4,4,1,2,2,4,1,2,5,"GB",1.14066743850708
4,4,2,1,1,4,2,3,4,"GB",1.27501630783081
4,4,2,2,2,3,2,1,5,"GB",0.395109534263611
2,3,2,2,2,3,2,3,4,"GB",0.906960487365723
4,3,3,2,3,1,1,1,4,"GB",1.03658664226532
4,4,2,2,2,4,2,2,3,"GB",0.854228436946869
2,3,2,4,1,2,2,2,3,"GB",0.653060734272003
2,2,2,2,2,2,1,1,5,"GB",0.685296595096588
2,2,1,1,1,2,2,2,4,"GB",0.735634028911591
2,2,1,1,1,2,4,4,4,"GB",0.906960487365723
3,3,2,2,2,3,2,1,4,"GB",1.06876039505005
4,4,1,1,1,4,2,2,4,"GB",0.735634028911591
2,2,2,2,3,2,4,2,2,"GB",1.10345113277435
1,1,1,3,1,2,2,3,4,"GB",2.08226203918457
4,3,2,1,1,2,2,2,4,"GB",0.725872814655304
3,2,4,1,1,2,1,1,3,"GB",1.00399816036224
4,4,4,4,4,2,4,2,NA,"GB",1.16913414001465
4,4,1,1,1,3,2,2,4,"GB",1.17905962467194
3,4,4,2,2,3,1,1,4,"GB",1.3970844745636
4,4,3,2,1,4,2,2,4,"GB",0.931389808654785
4,3,4,2,2,2,2,2,4,"GB",0.80949729681015
4,2,1,1,1,4,2,2,4,"GB",1.19742262363434
3,4,1,1,1,4,4,3,2,"GB",1.17327153682709
4,3,3,1,2,1,2,2,4,"GB",0.367817014455795
2,3,4,2,2,2,2,2,2,"GB",0.725872814655304
4,2,3,2,2,4,2,2,3,"GB",0.832893490791321
3,4,4,3,2,4,2,2,5,"GB",0.931389808654785
3,2,3,2,2,3,2,3,4,"GB",0.395109534263611
2,3,2,1,1,2,2,2,3,"GB",0.707140624523163
4,4,2,2,2,2,2,1,3,"GB",0.906960487365723
4,4,2,1,1,1,3,1,5,"GB",1.27555954456329
3,2,4,1,1,4,2,2,3,"GB",3.22395038604736
3,4,2,1,1,2,2,2,4,"GB",1.47446882724762
3,3,2,1,1,4,2,2,3,"GB",0.517266631126404
NA,NA,NA,NA,NA,4,2,2,4,"GB",1.03453326225281
3,3,3,2,2,2,2,3,3,"GB",0.586235821247101
3,3,4,2,1,2,4,1,3,"GB",0.367817014455795
4,4,4,NA,4,2,2,NA,4,"GB",0.362936407327652
2,2,2,2,1,2,3,3,2,"GB",0.730748236179352
4,4,2,2,1,1,1,2,4,"GB",1.21958780288696
4,4,1,1,1,2,2,1,5,"GB",1.42792773246765
2,2,4,2,1,2,2,3,4,"GB",0.556751310825348
4,4,1,2,1,2,2,3,2,"GB",0.516340613365173
2,3,2,2,1,4,1,3,4,"GB",1.03658664226532
4,4,1,1,1,4,2,2,2,"GB",0.589529812335968
2,3,2,3,2,1,2,1,5,"GB",1.41428124904633
3,3,1,2,2,4,2,2,3,"GB",0.404748648405075
3,2,2,2,1,4,1,2,4,"GB",0.669965147972107
3,3,2,1,2,2,2,2,4,"GB",0.52909517288208
4,4,3,2,3,4,2,4,2,"GB",1.03453326225281
2,2,2,2,2,3,3,3,3,"GB",0.81305855512619
4,4,2,2,2,4,3,1,3,"GB",1.28991043567657
4,2,1,3,3,2,2,2,4,"GB",0.453480243682861
3,4,2,2,3,4,3,2,2,"GB",0.730289936065674
3,3,3,3,2,2,3,2,5,"GB",0.367817014455795
3,3,2,NA,NA,2,3,NA,2,"GB",0.429970175027847
3,3,3,2,2,3,2,2,2,"GB",0.931389808654785
3,2,2,2,2,2,2,2,2,"GB",0.854228436946869
4,4,2,3,4,3,2,5,5,"GB",0.745538830757141
2,4,3,2,2,4,2,3,5,"GB",2.3738865852356
3,3,3,3,2,2,1,5,3,"GB",0.465694904327393
4,3,2,1,1,2,2,2,4,"GB",0.453480243682861
4,3,2,1,1,3,2,2,4,"GB",0.79828155040741
3,3,2,2,2,3,2,3,3,"GB",0.603179395198822
4,3,2,2,3,1,2,2,3,"GB",1.09965002536774
3,3,2,2,2,2,2,2,4,"GB",0.395109534263611
4,4,2,1,1,5,2,2,3,"GB",0.859940350055695
2,2,3,1,2,3,2,2,3,"GB",2.9211597442627
2,3,2,2,2,3,3,2,3,"GB",1.61197519302368
3,4,1,2,1,1,1,3,2,"GB",0.832893490791321
3,4,2,4,3,3,1,4,4,"GB",1.66578698158264
3,2,3,1,1,2,2,1,2,"GB",0.452613413333893
4,4,2,2,1,1,2,2,4,"GB",1.00399816036224
4,4,2,2,2,4,3,4,3,"GB",0.51829332113266
3,3,2,2,2,2,1,2,4,"GB",0.859940350055695
3,3,2,1,1,3,2,2,3,"GB",0.517266631126404
3,2,3,2,2,1,1,2,4,"GB",0.427114218473434
2,2,2,3,1,1,2,2,4,"GB",0.51829332113266
3,3,2,2,2,4,3,2,4,"GB",0.859940350055695
3,3,2,3,3,3,3,1,5,"GB",1.24704384803772
4,4,2,1,2,2,2,2,4,"GB",0.735634028911591
4,3,2,1,1,4,4,2,4,"GB",0.362298250198364
4,4,2,2,3,2,1,2,4,"GB",0.569147169589996
3,4,3,3,3,1,5,3,5,"GB",0.603179395198822
3,3,1,2,2,4,2,3,4,"GB",0.735634028911591
4,4,3,NA,1,4,2,3,2,"GB",1.37059319019318
3,3,2,3,2,3,3,3,5,"GB",0.745538830757141
3,4,2,3,3,4,2,2,5,"GB",1.30612146854401
3,3,4,2,3,4,2,3,4,"GB",0.648902237415314
4,2,1,2,2,2,2,2,4,"GB",0.847037494182587
2,2,3,2,1,2,3,2,3,"GB",2.55111908912659
2,1,2,2,2,2,4,3,4,"GB",0.423518747091293
2,3,2,3,1,2,2,2,3,"GB",3.99999952316284
3,3,2,2,2,5,2,2,2,"GB",0.905226826667786
3,4,3,1,1,4,2,2,3,"GB",1.94670689105988
2,2,1,1,1,2,2,2,2,"GB",1.11830842494965
4,4,1,1,1,2,1,5,4,"GB",1.71100103855133
4,3,3,3,2,3,3,1,3,"GB",0.854228436946869
3,4,2,2,2,4,2,2,3,"GB",0.387928813695908
4,4,3,1,1,2,2,3,4,"GB",0.906960487365723
3,3,2,2,2,3,2,2,4,"GB",1.37059319019318
4,4,2,4,3,4,2,4,5,"GB",0.603179395198822
2,2,3,1,2,2,2,4,4,"GB",1.17327153682709
4,4,4,1,1,2,1,3,3,"GB",0.832893490791321
2,3,3,2,2,5,2,2,4,"GB",1.46057987213135
4,4,4,1,1,1,2,2,5,"GB",1.55487930774689
4,3,2,1,2,4,4,2,5,"GB",0.404748648405075
2,3,2,3,2,3,2,2,5,"GB",0.735634028911591
4,4,2,2,1,4,2,2,5,"GB",1.33103024959564
3,4,2,1,1,3,3,2,4,"GB",0.429970175027847
4,4,1,1,1,4,2,4,3,"GB",0.461874425411224
1,1,4,2,3,2,2,2,5,"GB",1.1724716424942
4,2,2,2,2,4,3,1,4,"GB",0.517266631126404
3,3,2,4,3,2,2,2,4,"GB",0.775857627391815
3,3,1,1,1,2,3,NA,4,"GB",1.02970147132874
2,3,2,2,4,4,2,2,2,"GB",2.82639074325562
4,4,3,2,2,4,2,1,4,"GB",1.1135026216507
4,4,2,1,1,4,2,2,4,"GB",0.79828155040741
2,3,3,2,2,2,2,2,4,"GB",1.02970147132874
4,4,3,1,1,3,2,3,3,"GB",1.03268122673035
3,3,2,2,2,2,3,3,4,"GB",0.372769415378571
2,3,3,2,2,1,3,1,4,"GB",1.03268122673035
3,2,1,1,1,4,2,2,4,"GB",0.712507009506226
3,3,4,3,2,1,1,1,5,"GB",0.404748648405075
3,4,2,1,1,1,1,1,4,"GB",0.733100175857544
2,3,4,2,2,2,2,2,4,"GB",2.94893765449524
4,2,2,2,2,2,2,1,2,"GB",1.10345113277435
2,2,2,2,1,3,3,2,3,"GB",1.03658664226532
4,4,2,2,2,5,1,2,5,"GB",0.80949729681015
2,4,1,1,1,1,2,1,4,"GB",0.501836717128754
3,3,1,1,1,4,3,3,4,"GB",0.395109534263611
2,3,2,2,1,3,3,3,3,"GB",1.20635879039764
4,4,2,1,2,4,2,2,3,"GB",1.14962732791901
2,4,4,3,3,4,2,4,4,"GB",2.47820472717285
3,3,4,2,2,4,2,3,3,"GB",1.33993029594421
3,2,1,1,1,3,2,2,4,"GB",0.859940350055695
4,2,1,1,1,4,2,2,4,"GB",1.24935734272003
2,3,4,2,2,2,2,1,2,"GB",1.13534390926361
2,2,2,2,2,2,3,2,3,"GB",1.43935441970825
3,3,3,1,2,2,2,3,5,"GB",1.5055091381073
3,4,4,2,3,2,2,1,4,"GB",1.91252434253693
3,2,2,2,2,1,2,1,4,"GB",1.89256870746613
3,3,2,2,2,3,2,2,4,"GB",0.52909517288208
4,4,4,3,2,2,2,2,3,"GB",0.775857627391815
4,3,2,2,1,2,2,3,4,"GB",1.46057987213135
2,3,2,1,2,3,2,2,3,"GB",0.442494779825211
3,3,1,3,2,2,3,2,4,"GB",0.412346988916397
3,4,3,2,1,2,2,2,2,"GB",1.24935734272003
4,2,1,1,1,4,2,3,3,"GB",0.946284353733063
4,3,2,1,1,2,4,2,3,"GB",0.733100175857544
