"recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","cntry","pspwght"
2,2,2,2,2,3,3,3,3,"GB",0.685296595096588
3,3,2,1,3,2,2,2,3,"GB",1.3970844745636
2,2,2,2,2,5,1,2,3,"GB",0.501999080181122
3,3,2,2,1,4,2,2,3,"GB",0.366550087928772
3,2,1,1,1,4,3,2,4,"GB",1.63989794254303
3,3,2,3,2,4,3,3,3,"GB",1.43935441970825
4,4,2,1,2,3,2,2,4,"GB",0.910567760467529
4,3,2,2,1,2,3,3,3,"GB",1.13534390926361
3,3,2,4,2,2,2,2,4,"GB",0.775857627391815
3,3,2,2,1,3,2,2,4,"GB",0.730748236179352
3,3,1,1,1,4,4,2,3,"GB",1.51379120349884
4,4,2,1,2,4,2,4,2,"GB",0.81305855512619
3,3,3,4,4,2,1,2,2,"GB",0.931389808654785
3,3,3,3,3,1,1,2,4,"GB",1.49107766151428
4,2,1,1,2,4,1,2,4,"GB",1.51379120349884
1,2,3,3,2,2,3,2,4,"GB",0.832905054092407
4,4,3,3,2,2,1,2,5,"GB",3.99999952316284
4,2,1,1,1,2,2,4,2,"GB",1.31982493400574
3,4,2,2,3,2,1,2,4,"GB",0.80949729681015
4,3,2,2,2,2,2,2,3,"GB",0.805987596511841
4,4,3,2,2,4,2,2,4,"GB",0.859940350055695
4,4,3,2,2,4,2,3,4,"GB",0.356253504753113
2,2,1,1,1,4,2,2,4,"GB",0.586235821247101
2,2,2,2,2,3,4,4,3,"GB",0.473142176866531
4,3,2,1,1,4,2,4,2,"GB",0.510516583919525
4,4,3,2,1,5,2,1,5,"GB",0.914076030254364
4,4,3,4,2,2,1,1,4,"GB",3.01589679718018
3,4,2,2,1,3,4,2,3,"GB",1.25184416770935
2,2,2,NA,1,NA,2,2,NA,"GB",0.404748648405075
2,2,3,2,2,1,2,2,3,"GB",0.514850735664368
2,4,2,1,1,2,2,2,1,"GB",1.47446882724762
3,3,1,1,1,2,2,2,4,"GB",0.775857627391815
4,4,3,3,NA,4,2,3,4,"GB",1.5055091381073
4,3,1,2,2,2,2,2,4,"GB",0.751868367195129
3,3,4,2,2,4,2,2,2,"GB",0.859940350055695
4,3,1,1,1,4,2,2,3,"GB",1.17905962467194
3,3,2,2,2,4,3,2,4,"GB",1.61197519302368
3,3,1,2,2,2,2,2,4,"GB",1.1869432926178
3,4,3,NA,1,3,3,1,2,"GB",0.453480243682861
4,3,3,2,2,2,1,3,4,"GB",0.41644674539566
2,2,3,2,3,1,4,2,4,"GB",0.362298250198364
2,2,1,1,1,2,2,2,4,"GB",1.33993029594421
4,2,1,1,2,2,2,2,2,"GB",0.665515124797821
3,4,4,1,1,2,1,2,5,"GB",0.584567070007324
4,4,1,1,1,2,2,2,4,"GB",1.71100103855133
4,3,2,2,2,4,2,2,4,"GB",0.574813663959503
4,4,2,2,2,3,3,2,4,"GB",0.453480243682861
3,3,3,3,2,1,2,2,2,"GB",2.21170401573181
4,3,3,3,2,4,1,2,4,"GB",0.735634028911591
4,4,2,2,2,4,4,2,4,"GB",1.29780447483063
4,2,1,1,1,4,1,4,4,"GB",1.27501630783081
3,3,1,2,1,2,2,2,4,"GB",0.931389808654785
3,2,2,1,1,4,3,2,4,"GB",0.712507009506226
3,3,3,1,1,4,1,2,4,"GB",1.1724716424942
2,3,2,1,1,2,2,2,4,"GB",1.94670689105988
3,3,1,2,1,3,2,3,4,"GB",1.41942727565765
3,4,2,3,2,4,1,2,2,"GB",0.730748236179352
2,2,2,2,1,4,2,2,3,"GB",0.854228436946869
3,3,2,2,2,2,2,2,4,"GB",0.775857627391815
3,3,2,3,2,1,2,2,2,"GB",0.366550087928772
2,3,2,2,3,1,1,3,5,"GB",0.745538830757141
4,3,NA,NA,NA,3,1,2,3,"GB",0.859940350055695
4,2,2,1,1,2,1,4,3,"GB",1.27501630783081
3,3,1,3,2,1,2,2,3,"GB",0.832893490791321
4,4,2,4,1,2,1,2,5,"GB",1.82815206050873
3,3,2,1,3,3,3,2,3,"GB",0.832905054092407
2,3,4,1,2,3,3,3,2,"GB",0.884989559650421
2,2,1,2,2,4,2,4,4,"GB",1.55180013179779
2,3,2,2,2,2,2,2,3,"GB",0.473142176866531
2,2,2,1,2,1,2,2,5,"GB",0.946284353733063
3,3,3,2,2,3,2,2,4,"GB",0.356253504753113
2,2,3,2,3,3,3,3,3,"GB",1.30612146854401
3,3,2,1,1,2,2,2,4,"GB",0.586235821247101
3,3,4,NA,1,2,2,2,4,"GB",0.859940350055695
3,3,2,1,1,2,1,2,4,"GB",0.733100175857544
4,4,1,2,3,3,4,2,4,"GB",0.637508153915405
4,4,3,1,1,3,3,3,3,"GB",0.387928813695908
1,2,2,2,2,4,3,4,4,"GB",0.452613413333893
4,2,1,1,1,3,2,2,4,"GB",1.02103316783905
4,4,2,2,2,2,2,1,4,"GB",0.75689560174942
4,3,1,1,1,2,2,2,4,"GB",1.14962732791901
3,3,4,2,2,1,2,1,5,"GB",0.80949729681015
2,2,3,3,NA,2,2,2,5,"GB",1.14066743850708
4,4,3,2,2,2,1,2,3,"GB",0.497050076723099
3,3,2,2,2,4,2,1,5,"GB",0.453480243682861
3,4,2,2,2,2,2,1,4,"GB",0.62352192401886
3,3,3,2,2,4,2,2,4,"GB",1.51379120349884
4,4,2,2,1,3,2,2,3,"GB",1.33103024959564
3,4,4,2,3,1,3,1,3,"GB",0.399140775203705
4,3,4,2,1,5,1,2,3,"GB",1.00367343425751
3,3,2,1,1,2,3,2,5,"GB",0.501999080181122
4,2,2,3,2,5,2,2,4,"GB",1.27501630783081
3,3,3,NA,2,4,3,4,3,"GB",1.50373673439026
4,4,1,1,1,4,2,2,2,"GB",0.406529277563095
3,3,1,1,1,3,2,2,4,"GB",0.453480243682861
3,3,3,3,3,2,2,2,2,"GB",1.32748460769653
3,2,1,1,1,4,3,5,3,"GB",1.37059319019318
3,3,3,1,1,3,3,2,3,"GB",2.47325348854065
3,3,4,1,1,2,2,2,4,"GB",0.730748236179352
2,2,3,1,1,2,2,3,2,"GB",0.946284353733063
4,4,2,2,2,1,2,2,4,"GB",0.751868367195129
3,3,3,3,4,1,1,1,4,"GB",0.52909517288208
2,3,2,1,1,1,3,2,4,"GB",0.453480243682861
4,4,2,1,1,2,4,2,4,"GB",1.03658664226532
3,3,2,2,2,4,2,2,4,"GB",1.00399816036224
4,2,1,2,2,4,2,2,3,"GB",0.356253504753113
3,3,2,2,2,2,3,2,4,"GB",0.556751310825348
3,3,3,3,2,4,2,2,2,"GB",1.10345113277435
4,3,4,3,2,2,3,2,2,"GB",1.20635879039764
4,4,3,3,2,2,2,4,5,"GB",1.02970147132874
3,3,4,4,2,4,1,4,2,"GB",0.665515124797821
4,4,3,2,2,4,2,2,4,"GB",1.92751491069794
4,4,2,1,1,4,4,4,3,"GB",1.11830842494965
NA,NA,NA,NA,NA,1,4,2,4,"GB",1.58728468418121
3,3,2,2,2,2,2,2,4,"GB",0.584567070007324
3,3,2,1,1,3,3,2,4,"GB",0.637779772281647
4,4,2,2,2,1,2,1,5,"GB",0.859940350055695
3,2,4,3,4,2,2,3,2,"GB",0.685296595096588
NA,NA,NA,NA,NA,3,3,3,3,"GB",1.17905962467194
4,4,1,1,1,2,1,4,4,"GB",0.751868367195129
4,4,2,1,1,4,1,4,4,"GB",0.859940350055695
4,4,1,1,1,2,1,2,4,"GB",0.906960487365723
4,4,1,1,1,4,1,2,5,"GB",0.775857627391815
4,4,3,2,2,2,2,1,5,"GB",0.625922083854675
2,4,3,1,2,5,1,2,3,"GB",0.805987596511841
4,4,2,1,1,2,2,2,2,"GB",0.375934183597565
2,2,3,2,2,1,2,2,5,"GB",1.37059319019318
2,2,1,3,3,2,2,2,4,"GB",0.501836717128754
4,4,4,1,1,4,2,4,2,"GB",2.41271758079529
NA,NA,NA,NA,NA,3,3,3,3,"GB",1.02970147132874
4,2,3,1,2,1,4,2,4,"GB",0.712507009506226
4,2,2,3,4,1,1,1,5,"GB",0.859940350055695
3,2,3,1,2,4,2,2,4,"GB",0.70548278093338
4,4,1,1,1,4,2,3,4,"GB",1.58728468418121
2,3,4,2,2,2,2,1,3,"GB",1.14066743850708
4,3,1,1,1,3,2,2,4,"GB",0.427114218473434
2,2,3,2,2,2,2,3,3,"GB",0.945889472961426
4,NA,1,1,2,2,2,2,2,"GB",0.416452527046204
3,3,2,2,1,1,2,2,5,"GB",1.17327153682709
2,2,2,2,2,2,3,3,3,"GB",0.826068103313446
3,4,2,2,1,5,2,3,2,"GB",0.707140624523163
3,3,1,1,1,4,2,3,3,"GB",1.1135026216507
3,3,1,2,2,2,4,3,3,"GB",1.78041434288025
2,3,1,2,3,2,2,4,1,"GB",1.02970147132874
1,2,2,4,2,1,2,1,2,"GB",3.99055886268616
4,3,2,2,2,4,2,1,5,"GB",1.09326553344727
4,3,2,2,2,2,2,2,4,"GB",0.453480243682861
3,3,2,4,4,1,1,1,2,"GB",0.910567760467529
4,4,3,NA,3,4,2,3,2,"GB",0.461874425411224
4,2,1,1,1,4,2,2,NA,"GB",1.03658664226532
2,4,2,3,2,2,2,2,5,"GB",0.367817014455795
4,3,2,2,1,2,2,2,4,"GB",0.80949729681015
4,4,2,3,2,2,2,4,4,"GB",0.365374118089676
NA,NA,1,4,2,NA,2,2,4,"GB",1.92751491069794
4,4,3,2,4,3,2,2,3,"GB",1.10345113277435
3,2,4,3,4,1,3,1,5,"GB",0.473142176866531
2,NA,NA,NA,NA,2,2,3,NA,"GB",0.412346988916397
3,3,2,2,2,2,2,1,3,"GB",0.884989559650421
1,2,2,1,1,2,3,1,3,"GB",0.427114218473434
4,4,2,2,1,4,2,2,5,"GB",1.02103316783905
3,3,4,3,3,1,4,3,5,"GB",0.80949729681015
3,2,3,2,2,4,2,4,4,"GB",0.423518747091293
4,4,2,1,2,4,2,2,4,"GB",0.586235821247101
4,4,2,3,1,5,1,4,3,"GB",0.719677209854126
3,4,2,2,3,4,2,2,2,"GB",1.91333961486816
2,2,2,2,2,2,2,2,2,"GB",1.27555954456329
3,2,1,1,1,5,2,2,2,"GB",0.404748648405075
2,3,3,3,3,2,2,3,2,"GB",0.832893490791321
4,3,1,2,3,4,4,2,2,"GB",0.465694904327393
4,3,2,2,1,2,2,1,5,"GB",0.367817014455795
3,3,4,1,1,NA,1,3,4,"GB",0.461874425411224
3,3,3,2,1,2,4,1,5,"GB",0.517266631126404
3,3,2,2,3,4,2,2,5,"GB",0.51829332113266
2,2,3,2,2,4,2,1,2,"GB",2.67986059188843
4,3,4,4,2,1,2,1,5,"GB",0.473142176866531
2,3,2,2,2,1,2,3,5,"GB",1.1724716424942
3,4,4,1,1,1,2,2,2,"GB",1.09326553344727
2,3,2,2,1,2,3,2,3,"GB",1.71100103855133
4,4,2,2,2,2,2,3,5,"GB",1.46057987213135
1,4,2,2,2,4,2,1,4,"GB",1.25184416770935
NA,NA,NA,NA,NA,1,4,2,4,"GB",0.372769415378571
3,4,2,2,2,2,2,4,4,"GB",0.790219068527222
3,3,2,2,2,4,2,2,3,"GB",1.05819034576416
3,2,4,1,1,4,4,2,1,"GB",0.586635768413544
3,2,4,2,3,2,2,3,4,"GB",1.7537008523941
4,3,2,1,1,4,3,2,4,"GB",1.24704384803772
4,4,2,2,2,2,2,2,4,"GB",0.859940350055695
3,3,3,3,1,2,2,4,3,"GB",3.9216148853302
4,4,2,2,1,4,2,2,4,"GB",0.517266631126404
4,4,2,1,1,3,2,4,2,"GB",0.461874425411224
3,2,3,3,2,2,4,2,4,"GB",0.946284353733063
3,2,1,2,2,5,2,1,3,"GB",0.387928813695908
3,2,3,1,1,2,1,4,1,"GB",0.75689560174942
4,4,1,1,1,4,2,2,5,"GB",0.404748648405075
4,4,3,1,1,4,2,2,5,"GB",0.514850735664368
4,3,1,2,3,2,2,1,4,"GB",0.859940350055695
4,2,1,1,1,2,2,2,3,"GB",0.517266631126404
4,3,2,2,2,2,4,2,4,"GB",1.36044073104858
3,4,3,2,2,2,2,1,5,"GB",2.11979269981384
4,3,2,3,3,4,2,2,4,"GB",0.473142176866531
3,3,2,2,1,2,2,2,4,"GB",1.03453326225281
2,3,3,1,2,2,2,1,4,"GB",0.906960487365723
4,4,1,2,2,4,2,2,4,"GB",0.730748236179352
3,2,2,2,2,2,2,2,5,"GB",0.57033371925354
2,2,2,1,1,2,2,1,5,"GB",0.517266631126404
3,3,4,2,1,2,2,2,5,"GB",0.473142176866531
4,3,3,1,3,2,2,1,4,"GB",0.52909517288208
3,3,3,4,2,2,2,2,4,"GB",0.75689560174942
3,4,2,1,1,2,2,2,3,"GB",1.89177894592285
1,2,4,3,1,4,2,2,2,"GB",0.395109534263611
3,3,4,2,3,2,2,2,2,"GB",0.648902237415314
2,2,3,4,3,2,2,1,4,"GB",0.586235821247101
3,2,4,2,4,2,3,2,4,"GB",0.455283880233765
3,3,2,1,2,2,4,3,2,"GB",1.13534390926361
3,3,2,2,2,4,2,1,4,"GB",1.51379120349884
3,3,4,1,1,2,1,2,3,"GB",0.429970175027847
2,2,2,1,2,2,4,2,5,"GB",1.02970147132874
3,3,1,1,1,2,2,2,4,"GB",1.1869432926178
1,1,2,2,2,4,4,3,3,"GB",0.473142176866531
3,4,2,2,3,2,2,1,3,"GB",0.427114218473434
4,4,3,1,2,1,1,1,5,"GB",1.58728468418121
4,4,1,1,1,4,3,2,2,"GB",1.1869432926178
2,2,3,1,1,2,2,2,4,"GB",0.80949729681015
3,3,2,4,4,1,2,2,5,"GB",0.854228436946869
3,3,2,1,1,2,2,1,4,"GB",1.09965002536774
2,2,2,1,3,2,2,3,2,"GB",1.06780636310577
3,4,2,1,1,5,2,2,3,"GB",0.730748236179352
3,2,2,2,2,3,2,2,4,"GB",0.735634028911591
3,2,1,1,1,2,2,2,3,"GB",1.94670689105988
4,4,1,2,4,2,1,2,3,"GB",0.366550087928772
3,4,NA,1,1,3,1,2,4,"GB",0.730748236179352
4,4,3,2,1,3,2,2,2,"GB",0.593471646308899
4,4,2,2,2,1,2,1,1,"GB",0.586235821247101
3,2,2,1,1,3,2,2,3,"GB",1.10345113277435
4,4,1,1,1,4,2,3,3,"GB",1.00399816036224
2,1,1,1,1,1,2,2,4,"GB",0.455283880233765
3,3,3,3,3,1,3,2,2,"GB",0.416452527046204
4,3,2,1,2,4,2,1,3,"GB",0.465694904327393
4,4,2,1,1,2,2,3,4,"GB",1.31982493400574
3,3,3,2,2,3,2,3,4,"GB",0.429970175027847
4,4,2,1,1,4,3,2,3,"GB",0.517266631126404
4,3,2,1,1,2,2,2,2,"GB",1.42792773246765
3,2,2,1,2,4,1,2,4,"GB",0.906960487365723
4,3,2,2,1,1,1,1,3,"GB",3.2062816619873
4,4,3,2,1,4,2,2,2,"GB",0.366550087928772
3,3,2,4,3,1,3,1,5,"GB",0.775857627391815
3,3,2,1,1,4,2,2,3,"GB",2.13561272621155
3,3,1,1,1,2,1,4,4,"GB",1.46057987213135
4,3,3,2,2,4,2,3,4,"GB",3.55791473388672
4,3,2,2,2,2,2,2,2,"GB",0.637508153915405
4,1,2,2,2,4,4,NA,NA,"GB",0.497050076723099
3,3,3,4,2,2,2,2,2,"GB",3.70721340179443
4,3,1,2,1,3,2,3,3,"GB",0.427114218473434
3,2,3,2,3,4,2,2,5,"GB",0.733100175857544
2,3,1,3,1,3,2,3,3,"GB",2.47325348854065
4,4,4,2,1,2,2,1,4,"GB",0.416452527046204
4,3,3,1,1,1,4,2,5,"GB",1.00399816036224
1,3,2,2,1,3,3,3,3,"GB",1.27555954456329
4,3,4,2,3,1,2,2,4,"GB",0.372769415378571
4,3,1,1,1,3,2,2,4,"GB",1.13534390926361
2,2,3,2,2,3,4,2,3,"GB",0.847037494182587
3,3,3,2,1,2,2,2,4,"GB",0.637508153915405
4,3,1,1,2,4,2,2,4,"GB",0.751868367195129
4,3,2,2,2,2,2,2,4,"GB",1.66581010818481
4,3,2,3,3,3,2,2,2,"GB",0.465694904327393
4,3,4,1,1,2,3,1,5,"GB",0.824417650699615
4,3,2,1,1,4,2,3,4,"GB",0.70548278093338
4,4,2,1,1,4,2,2,3,"GB",0.365374118089676
2,3,4,2,2,3,3,3,3,"GB",0.593471646308899
3,4,3,1,1,1,2,2,3,"GB",0.455283880233765
3,3,4,2,2,4,2,2,4,"GB",0.859940350055695
3,2,4,NA,2,2,3,2,3,"GB",0.427114218473434
4,4,2,2,1,5,2,1,3,"GB",0.735634028911591
3,3,3,1,1,3,4,4,4,"GB",0.923748850822449
2,2,2,2,2,1,NA,1,5,"GB",0.931389808654785
2,3,2,2,1,2,4,2,4,"GB",2.19086933135986
4,3,1,1,1,4,4,2,4,"GB",0.501999080181122
4,2,2,2,2,4,2,2,4,"GB",1.27501630783081
4,4,4,1,1,3,3,2,5,"GB",0.884989559650421
3,3,1,1,1,4,3,4,4,"GB",1.09326553344727
4,3,4,2,1,1,1,2,4,"GB",1.16913414001465
3,4,2,NA,2,4,2,3,2,"GB",0.832905054092407
3,3,2,2,2,4,2,4,4,"GB",1.89177894592285
4,4,1,1,1,3,2,3,3,"GB",1.1135026216507
4,3,2,2,2,2,3,2,5,"GB",1.00367343425751
4,4,2,2,2,4,1,4,4,"GB",0.931389808654785
3,3,3,2,2,2,2,2,2,"GB",1.29780447483063
2,1,3,1,3,5,1,4,5,"GB",1.61197519302368
4,4,3,2,2,1,4,1,5,"GB",0.62352192401886
2,2,3,2,2,3,3,4,2,"GB",1.51379120349884
4,4,4,1,1,1,1,2,3,"GB",0.832893490791321
4,3,2,2,2,2,2,2,4,"GB",0.465694904327393
4,3,1,2,1,2,3,2,4,"GB",1.29780447483063
4,4,4,3,3,2,2,4,4,"GB",0.399140775203705
3,2,2,3,3,3,3,2,4,"GB",0.730748236179352
4,3,3,4,4,2,2,2,3,"GB",1.42792773246765
4,4,3,4,3,1,2,1,4,"GB",0.586235821247101
2,3,2,2,2,2,2,2,3,"GB",0.733100175857544
4,3,4,2,3,4,2,3,5,"GB",1.76997911930084
3,4,2,1,2,3,3,3,4,"GB",3.99999952316284
4,4,2,2,2,4,2,2,4,"GB",1.03658664226532
4,3,2,1,1,2,3,2,2,"GB",1.03453326225281
3,4,1,1,2,4,2,1,4,"GB",0.395109534263611
3,4,2,2,2,4,2,2,4,"GB",0.586635768413544
2,2,3,3,3,2,3,4,2,"GB",1.17905962467194
3,2,4,1,1,3,1,1,3,"GB",0.946284353733063
4,2,4,2,2,3,3,2,2,"GB",1.09326553344727
3,3,2,3,2,4,2,2,4,"GB",0.790219068527222
4,4,1,1,1,2,2,4,4,"GB",0.395109534263611
2,3,2,2,2,2,2,2,4,"GB",2.47325348854065
3,3,2,2,1,4,2,4,3,"GB",1.33993029594421
4,3,1,2,2,4,2,1,4,"GB",0.429970175027847
4,2,1,2,1,3,1,2,5,"GB",0.775857627391815
3,3,1,1,1,3,2,1,4,"GB",0.884989559650421
3,3,4,2,2,3,2,2,3,"GB",1.24704384803772
3,NA,2,2,NA,3,1,2,4,"GB",0.356253504753113
3,2,1,1,1,4,2,2,2,"GB",0.37844780087471
4,4,1,2,1,4,2,4,4,"GB",0.923748850822449
2,2,2,1,2,1,2,3,4,"GB",2.11638069152832
2,3,2,1,1,4,2,4,4,"GB",0.427114218473434
2,2,3,2,2,3,4,2,3,"GB",1.17327153682709
4,4,2,1,1,3,2,2,2,"GB",1.41319537162781
4,4,3,2,1,5,1,2,5,"GB",0.685296595096588
4,3,2,3,2,2,3,1,3,"GB",1.97973740100861
3,2,1,1,1,4,2,3,4,"GB",1.17327153682709
4,3,2,1,1,4,2,2,2,"GB",0.429970175027847
4,4,1,1,1,2,2,4,4,"GB",1.02970147132874
3,3,2,2,1,3,2,2,2,"GB",1.14962732791901
3,3,3,4,3,4,2,2,4,"GB",0.745538830757141
3,3,3,3,3,1,3,1,5,"GB",0.735634028911591
4,2,1,1,1,1,1,2,5,"GB",0.372769415378571
4,4,2,1,1,4,2,3,4,"GB",1.09326553344727
3,2,1,1,1,3,2,2,4,"GB",0.362298250198364
4,4,1,1,1,5,4,2,4,"GB",1.64883530139923
4,4,2,2,2,3,1,2,5,"GB",0.75689560174942
2,2,3,2,2,1,4,1,5,"GB",1.67025303840637
3,2,1,1,1,5,2,2,4,"GB",0.905226826667786
4,3,1,1,1,3,2,2,4,"GB",0.586235821247101
4,3,1,2,2,2,3,2,3,"GB",0.399140775203705
1,2,3,3,2,2,2,2,4,"GB",1.03658664226532
3,3,1,2,2,3,2,2,4,"GB",0.365374118089676
4,4,2,1,1,2,2,2,4,"GB",1.33993029594421
2,3,3,2,2,2,2,2,3,"GB",1.35783958435059
3,3,4,2,2,4,2,2,4,"GB",0.745538830757141
4,4,1,1,1,5,2,1,3,"GB",0.366550087928772
4,3,3,2,1,1,1,1,1,"GB",0.593471646308899
4,3,3,1,1,3,1,4,4,"GB",2.11638069152832
2,3,3,1,1,4,3,2,4,"GB",0.423518747091293
2,2,2,2,2,3,3,3,3,"GB",1.1724716424942
3,3,1,2,1,4,2,2,2,"GB",0.406529277563095
3,3,1,1,1,3,2,3,3,"GB",0.81305855512619
4,4,2,1,1,4,2,2,2,"GB",0.685296595096588
2,3,3,4,1,2,2,2,4,"GB",0.735634028911591
3,3,3,2,1,3,2,4,4,"GB",1.1135026216507
4,4,1,1,1,4,2,2,3,"GB",1.02970147132874
2,2,2,1,1,1,4,1,4,"GB",0.429970175027847
4,4,2,3,3,2,2,2,4,"GB",1.64883530139923
4,4,2,1,2,5,1,1,3,"GB",1.43935441970825
4,3,2,2,2,4,2,2,3,"GB",0.733100175857544
3,4,4,2,2,1,2,1,5,"GB",1.35783958435059
4,3,3,3,3,5,2,2,2,"GB",1.27555954456329
4,4,4,1,2,3,2,2,2,"GB",1.13829433917999
3,3,3,1,2,2,3,2,4,"GB",0.75689560174942
2,2,2,1,1,4,2,2,3,"GB",0.517266631126404
4,2,3,1,1,1,2,1,5,"GB",1.14066743850708
4,3,1,1,1,1,1,1,2,"GB",0.453480243682861
3,3,2,2,2,3,2,2,4,"GB",1.75870728492737
3,3,2,1,2,3,1,3,3,"GB",1.24934029579163
3,3,2,2,2,3,2,2,4,"GB",0.910567760467529
3,3,4,2,2,5,2,1,5,"GB",4
2,2,2,1,2,2,2,1,2,"GB",0.362936407327652
2,2,1,2,2,2,3,2,2,"GB",0.517266631126404
4,2,1,1,1,5,2,1,4,"GB",1.1135026216507
2,2,2,1,1,1,2,1,4,"GB",0.404748648405075
4,4,2,1,1,5,2,4,5,"GB",0.365374118089676
2,3,2,2,1,3,2,2,3,"GB",0.859940350055695
4,4,3,2,3,5,2,2,4,"GB",0.75689560174942
2,3,NA,2,3,2,3,3,5,"GB",1.21958780288696
3,3,2,1,2,2,3,2,3,"GB",0.745538830757141
3,2,1,2,2,2,2,2,2,"GB",1.89177894592285
4,4,2,3,2,4,2,2,4,"GB",0.730289936065674
3,4,2,1,1,4,2,2,4,"GB",2.00799632072449
4,3,1,1,1,4,2,2,3,"GB",0.429970175027847
3,4,4,2,2,3,2,2,4,"GB",0.719677209854126
4,3,1,1,1,4,1,2,4,"GB",0.375934183597565
3,3,3,2,2,4,2,4,4,"GB",1.41319537162781
3,3,1,1,2,5,1,2,4,"GB",0.905226826667786
3,1,2,1,2,1,3,2,3,"GB",0.461874425411224
4,4,4,1,3,4,2,2,4,"GB",0.832893490791321
3,3,1,1,1,NA,2,2,4,"GB",1.33993029594421
4,3,2,2,2,4,2,2,4,"GB",1.36044073104858
3,3,3,2,1,3,2,4,4,"GB",0.427114218473434
3,2,4,2,3,1,1,2,4,"GB",0.52909517288208
4,2,4,3,2,4,2,3,4,"GB",1.54455196857452
4,3,1,1,1,4,2,2,5,"GB",1.00367343425751
3,2,2,2,1,1,1,4,2,"GB",1.14962732791901
3,3,2,2,2,4,2,2,3,"GB",0.775857627391815
4,4,2,1,1,5,1,3,3,"GB",0.859940350055695
3,4,1,1,2,4,1,3,3,"GB",0.429970175027847
4,4,2,1,2,4,2,3,2,"GB",0.589529812335968
4,4,2,4,1,2,2,2,5,"GB",1.3970844745636
3,4,3,3,3,3,1,3,4,"GB",1.61197519302368
1,2,3,1,3,3,2,1,4,"GB",2.1590313911438
2,2,3,2,1,3,2,2,2,"GB",0.37844780087471
4,4,3,1,2,2,2,2,4,"GB",0.465694904327393
3,3,2,1,2,2,2,4,3,"GB",2.49408769607544
4,4,2,2,2,3,2,2,5,"GB",0.775857627391815
4,4,2,1,2,1,1,1,4,"GB",3.42200207710266
2,2,2,2,1,3,4,3,3,"GB",1.33103024959564
2,2,2,2,2,1,3,1,4,"GB",0.427114218473434
4,4,1,1,1,3,1,2,5,"GB",0.603179395198822
4,3,1,1,1,5,2,1,3,"GB",0.589529812335968
NA,4,4,1,4,4,2,4,4,"GB",1.3970844745636
3,3,1,1,1,3,1,2,3,"GB",0.832893490791321
3,3,2,2,2,2,2,3,3,"GB",1.61197519302368
2,3,3,3,2,1,3,1,5,"GB",2.21170401573181
4,4,1,1,1,4,3,2,4,"GB",0.923748850822449
2,2,3,2,2,2,2,4,4,"GB",0.854228436946869
3,3,3,1,1,4,1,2,4,"GB",0.362298250198364
4,3,3,2,2,5,1,1,4,"GB",0.859940350055695
2,2,3,1,1,3,2,2,2,"GB",0.906960487365723
3,4,2,1,1,4,2,2,4,"GB",1.03658664226532
3,4,2,2,2,2,2,2,4,"GB",0.461874425411224
2,2,NA,4,2,1,2,3,3,"GB",1.21958780288696
3,3,1,1,2,4,1,1,5,"GB",0.70548278093338
2,4,2,4,2,1,1,1,3,"GB",0.923748850822449
3,2,1,1,1,4,3,3,4,"GB",0.473142176866531
3,3,3,3,3,2,2,2,2,"GB",2.8787088394165
1,3,2,2,2,3,2,2,2,"GB",0.931389808654785
4,4,2,2,3,2,2,3,3,"GB",0.923748850822449
4,4,3,2,2,2,2,2,4,"GB",0.80949729681015
3,3,2,2,3,1,2,1,3,"GB",0.453480243682861
3,4,4,3,1,1,3,1,4,"GB",0.859940350055695
3,3,2,2,2,3,2,2,3,"GB",0.416452527046204
3,3,3,2,3,1,3,1,5,"GB",3.65144944190979
2,2,2,2,2,2,2,2,4,"GB",0.51829332113266
4,4,2,1,2,4,3,4,4,"GB",1.47446882724762
4,3,2,2,2,4,2,1,4,"GB",0.859940350055695
4,4,3,1,2,4,2,1,5,"GB",1.03268122673035
4,3,3,2,2,3,4,2,3,"GB",1.1135026216507
4,4,2,2,1,2,2,4,4,"GB",0.906960487365723
4,3,2,2,2,2,2,2,3,"GB",0.412346988916397
3,3,1,1,1,2,2,2,3,"GB",0.52909517288208
3,3,1,2,2,2,2,2,3,"GB",0.79828155040741
3,3,2,1,2,2,2,1,4,"GB",0.603179395198822
3,3,2,1,1,1,2,2,4,"GB",0.362936407327652
4,2,3,2,2,5,1,4,2,"GB",1.14962732791901
3,3,2,2,1,3,2,2,3,"GB",0.429970175027847
4,3,3,2,2,4,3,3,4,"GB",1.03453326225281
3,3,3,1,1,4,1,4,2,"GB",0.461874425411224
4,4,4,4,3,3,3,3,4,"GB",0.832893490791321
3,3,1,1,1,2,1,4,4,"GB",0.642505168914795
3,4,4,2,2,3,3,3,3,"GB",0.832893490791321
4,4,2,3,2,5,2,3,3,"GB",0.665515124797821
4,2,2,3,2,2,3,2,4,"GB",0.854228436946869
4,4,1,1,1,2,2,2,2,"GB",1.00399816036224
4,3,1,1,1,2,1,2,2,"GB",1.10345113277435
4,3,2,1,1,3,2,2,3,"GB",0.356253504753113
4,3,2,2,2,4,2,2,NA,"GB",1.76997911930084
4,4,2,2,1,2,2,3,3,"GB",0.712507009506226
2,3,3,2,2,3,3,2,3,"GB",1.92751491069794
3,3,2,1,2,1,3,2,5,"GB",0.751868367195129
2,4,1,1,1,3,4,3,4,"GB",0.637508153915405
